id,label_malay,label_english,type
TRT114,gelisah. jika anda menyedari kafein membuatkan anda berasa gelisah,,Treatment
TRT115,sebaiknya pertimbangkan untuk mengurangkan pengambilan jumlah kafein harian. ini adalah cara mengatasi kegelisahan yang terbaik untuk anda cuba. luangkan masa bersama sokongan daripada keluarga,,Treatment
TRT116,rakan baik pastinya dapat membantu anda untuk mengatasi masa-masa yang sukar. kajian menunjukkan wanita yang meluangkan masa dengan rakan,,Treatment
TRT117,anak-anak,,Treatment
TRT118,akan menghasilkan hormon oxytocin,,Treatment
TRT119,yang berfungsi untuk melegakan tekanan secara semula jadi. pastinya manfaat ini juga dapat dirasai oleh individu lelaki. bersama ahli keluarga,,Treatment
TRT120,rakan-rakan bergelak ketawa juga dapat mengurangkan tekanan yang dilalui . ketawa membantu mengurangkan tindak balas tekanan,,Treatment
TRT121,memberikan ketenangan kepada otot. untuk jangka masa panjang,,Treatment
TRT122,ketawa dapat memperbaiki sistem imun,,Treatment
TRT123,emosi anda. jadi cubalah untuk menonton rancangan televisyen yang lawak atau melayani keletah anak-anak,,Treatment
STR011,pastinya dapat membuatkan anda ketawa. pernafasan mendalam + yoga + tekanan kepada mental boleh mengaktifkan sistem saraf simpatetik anda . ia akan memberikan isyarat kepada badan untuk berada dalam mood fight or flight – tindak balas melawan atau membiarkan sesuatu perkara itu berlalu. dalam tindak balas itu,,Strategy
TRT124,hormon tekanan akan dilepaskan,,Treatment
TRT125,anda akan menghadapi simptom fizikal seperti denyutan jantung laju,,Treatment
TRT126,pernafasan cepat,,Treatment
TRT127,saluran darah tersekat. melakukan pernafasan mendalam,,Treatment
STR012,yoga atau sebarang kaedah meditasi adalah cara mengatasi kegelisahan yang dapat membantu mengawal tindak balas ini. tujuannya adalah untuk memperlahankan kembali denyutan,,Strategy
TRT128,pernafasan anda kepada normal. apabila anda berada dalam keadaan normal,,Treatment
TRT129,anda akan berasa lebih tenang. bermain bersama haiwan peliharaan anda mempunyai haiwan peliharaan seperti kucing mahupun anjing? itu bagus,,Treatment
TRT130,kerana haiwan peliharaan juga dapat membantu mengurangkan tekanan,,Treatment
TRT131,memperbaiki emosi anda. berinteraksi dengan haiwan peliharaan boleh membantu penghasilan hormon oxytocin – bahan kimia dalam otak yang mempromosikan emosi positif. mempunyai haiwan peliharaan dapat menjadikan anda lebih aktif,,Treatment
TRT132,boleh dianggap sebagai peneman ketika sunyi. belajar mengawal tekanan tekanan,,Treatment
TRT133,rasa cemas boleh meningkat apabila anda tekanan emosi dengan kehidupan peribadi atau ketika bekerja . tetapi itu tidak bermakna anda perlu membiarkan tekanan menguasai diri anda. terdapat pelbagai kaedah,,Treatment
TRT134,cara mengatasi kegelisahan serta tekanan yang boleh anda cuba lakukan. paling utama,,Treatment
TRT135,sentiasa menjaga kesihatan diri,,Treatment
TRT136,belajar untuk seimbangkan antara kehidupan peribadi,,Treatment
TRT137,pekerjaan,,Treatment
C010,ketahui apa itu gangguan kegelisahan - hello doktor,,Condition
C011,serangan panik - hello doktor,,Condition
C012,jenis ketakutan yang mungkin anda sedang alami,,Condition
C013,gangguan,,Condition
C014,tekanan selepas trauma? lakukan cara ini - hello doktor,,Condition
C015,simptom umum gangguan tekanan selepas trauma - hello doktor,,Condition
S073,berlaku lebih dari 3 bulan menyebabkan anda mengalami tekanan mengganggu tugasan harian,,Symptom
S074,kerja,,Symptom
S075,kehidupan anda simptom emosi melibatkan rasa kemurungan,,Symptom
S076,kegelisahan,,Symptom
S077,rasa bersalah,,Symptom
S078,perasaan yang kosong. simptom lain adalah anhedonia,,Symptom
S079,emosi yang dikategorikan sebagai hilang minat dalam aktiviti-aktiviti yang dahulunya menyeronokkan. national center for biotechnology information (ncbi),,Symptom
S080,mengatakan ia berkemungkinan boleh menyebabkan berlakunya gangguan psikiatri. simptom fizikal ncbi mendokumenkan beberapa laporan mengenai mengenai masalah fizikal berkaitan stres pasca trauma adalah termasuk peningkatan simptom kadar neurologi,,Symptom
S081,pernafasan,,Symptom
S082,musculoskeletal,,Symptom
S083,kardiovaskular. kemurungan,,Symptom
S084,tekanan,,Symptom
S085,masalah tidur boleh menyumbang kepada penyakit fizikal. kesan jangka masa pendek,,Symptom
S086,jangka masa panjang gangguan tekanan selepas trauma boleh menyebabkan kehilangan ingatan jangka pendek,,Symptom
S087,boleh membawa kesan psikologi jangka panjang yang kronik,,Symptom
S088,ncbi. nasib baik,,Symptom
S089,rawatan psikoterapi dapat membantu meringankan,,Symptom
S090,mengurangkan kesan jangka pendek,,Symptom
S091,untuk sesetengah individu,,Symptom
S092,ia mungkin berlaku selepas sebulan atau mungkin setahun selepas kejadian. simptom mungkin datang,,Symptom
S093,pergi selepas beberapa tahun. oleh kerana itu,,Symptom
S094,anda perlu perlu mencatatkan sebarang simptom yang anda hadapi,,Symptom
S095,bincangkan dengan individu yang anda percayai. jika anda hadapi simptom untuk lebih dari 4 minggu,,Symptom
S096,yang menyebabkan anda berdepan tekanan,,Symptom
S097,mengganggu kehidupan kerja atau rumah,,Symptom
S098,anda mungkin alami stres pasca trauma. dapatkanlah bantuan profesional dari doktor atau kaunselor. hello health group tidak memberikan nasihat,,Symptom
S099,diagnosis atau rawatan perubatan,,Symptom
C016,apa yang anda tahu tentang kegelisahan? - hello doktor,,Condition
C017,bagaimana ingin mengatasi perasaan gemuruh? - hello doktor,,Condition
C018,serangan panik: rasa takut,,Condition
C019,berdebat secara tiba-tiba,,Condition
C020,agorafobia adalah bukan sebarang fobia,,Condition
C021,ketakutan menyebabkan gangguan panik? - hello doktor,,Condition
C022,tentangnya,,Condition
C023,ketahui bahaya penyakit bipolar mania terhadap remaja! - hello doktor,,Condition
C024,perubahan gaya hidup mampu kurangkan kemurungan,,Condition
C025,orang yang kemurungan undang aura negatif untuk anda? - hello doktor,,Condition
C026,kemurungan atau depresi: 5 tip mudah jalani kehidupan yang lancar,,Condition
C027,masalah kemurungan,,Condition
C028,keresahan: 6 salah faham umum,,Condition
C029,jenis jenis kemurungan ada 6,,Condition
C030,bipolar ke orang yang alami perubahan mood? - hello doktor,,Condition
C031,fakta,,Condition
C032,mitos tentang kemurungan - hello doktor,,Condition
C033,tanda-tanda kemurungan - hello doktor,,Condition
S100,rasa sedih,,Symptom
S101,kekosongan,,Symptom
S102,cemas mempunyai perasaan berputus asa mudah marah untuk perkara yang kecil mudah keletihan,,Symptom
S103,rasa kehilangan tenaga hilang keinginan untuk melakukan sesuatu yang digemari sebelum ini tidur tidak mencukupi,,Symptom
S104,atau tidur berlebihan perlahan dalam pergerakan atau pemikiran sukar untuk fokus merasa sakit pada bahagian belakang,,Symptom
S105,kepala tetapi tidak mengetahui sebabnya rasa bersalah,,Symptom
S106,tidak berguna. menyalahkan diri sendiri atas kesilapan individu lain berkeinginan untuk membunuh diri atau mencuba untuk membunuh diri jika anda mengalami simptom seperti ini sepanjang hari,,Symptom
S107,berlarutan sehingga 2 minggu atau lebih,,Symptom
S108,anda mungkin mengalami kemurungan. berjumpalah doktor untuk memeriksa keadaan sebenar diri anda. tanda kemurungan bagi kanak-kanak,,Symptom
S109,remaja simptom yang dihadapi kanak-kanak,,Symptom
S110,remaja mungkin berbeza dari individu dewasa. bagi kanak-kanak,,Symptom
S111,mereka mungkin merasa sedih,,Symptom
S112,terganggu,,Symptom
S113,jengkel,,Symptom
S114,bimbang,,Symptom
S115,sakit kepala,,Symptom
S116,sakit belakang,,Symptom
S117,yang menyebabkan mereka tidak mahu pergi ke sekolah. mereka mungkin menghadapi masalah untuk makan bagi remaja,,Symptom
S118,mereka akan berasa sedih,,Symptom
S119,berfikiran negatif,,Symptom
S120,merasa tidak berguna,,Symptom
S121,sensitif. mereka mungkin merasakan prestasi mereka adalah teruk,,Symptom
S122,mereka mungkin menggunakan alkohol,,Symptom
S123,merokok sebagai penyelesaian terhadap masalah mereka tanda kemurungan bagi individu lebih berusia simptom kepada individu yang lebih berusia mungkin sukar untuk dikenal pasti kerana ia mungkin dianggap sebagai sesuatu yang normal seiring dengan pertambahan usia. walau bagaimanapun,,Symptom
S124,kemurungan pada individu yang berusia perlu dirawat. antara simptom biasa yang boleh dilihat: mengalami kesukaran untuk mengingati sesuatu merasa sakit kepala atau kesakitan menjadi mudah lebih mengalami masalah tidur merasa tidak berguna,,Symptom
S125,tidak berdaya lebih gemar duduk di rumah berbanding keluar terfikir untuk membunuh diri senarai di atas adalah tanda-tanda kemurungan yang mungkin berlaku,,Symptom
S126,dihadapi oleh seseorang individu. sesetengahnya mungkin menghadapi semua simptom yang disebutkan di atas,,Symptom
S127,namun,,Symptom
S128,terdapat juga individu yang hanya mengalami sebahagian daripadanya. anda boleh merujuk tanda-tanda ini untuk menentukan sama ada ia adalah masalah kemurungan atau tidak. hello health group tidak memberikan nasihat,,Symptom
C034,balu boleh mati kalau terlampau menderita,,Condition
C035,tanda-tanda biasa depresi - hello doktor,,Condition
S129,tertekan,,Symptom
S130,malas,,Symptom
S131,keletihan yang berlebihan,,Symptom
S132,mungkin tanda yang paling mudah dikenal pasti: hilang minat dalam aktiviti yang menyeronokkan,,Symptom
S133,yang dikenali sebagai anhedonia. simptom-simptomnya beberapa laman web psikologi popular telah menawarkan ujian untuk membantu anda mendiagnosis depresi dengan sendiri. berikut adalah contohnya. jika anda mengalami lebih separuh daripada tanda-tanda ini maka sila berwaspada,,Symptom
S134,keluarga,,Symptom
S135,memilih untuk bersendirian. terpenjara: anda tidak boleh meluahkan perasaan anda. anda menjadi pendiam,,Symptom
S136,malu. benci pada diri sendiri: anda benci kepada diri anda apabila melihat di cermin. ritual yang memakan diri: anda terlibat dalam tingkah laku yang merosakkan seperti minum alkohol,,Symptom
S137,mengambil dadah atau makan berlebihan,,Symptom
S138,walaupun sedar dengan kesan buruknya. bermain dengan kematian: anda bertindak secara melulu atau membahayakandiri,,Symptom
S139,tidak peduli jika anda mendapat cedera parah atau mati. kehidupan adalah sesuatu yang menyusahkan: anda berasa bahawa dunia tidak selari dengan anda. tidak reslistik: anda mempunyai sensasi bahawa hidup anda tidak benar. tiada perkataan yang boleh anda gunakan: anda merasa sukar untuk berkongsi perasaan anda kepada rakan-rakan,,Symptom
S140,keluarga dalam perkataan. sila ingat bahawa,,Symptom
S141,jika anda mengenal pasti sebarang tanda-tanda amaran bagi depresi,,Symptom
S142,sila hubungi pakar kesihatan mental serta-merta,,Symptom
S143,atau pergi ke bahagian kegelisahan hospital tempatan untuk membuat penialian,,Symptom
S144,rawatan segera,,Symptom
C036,tekanan hidup - jangan katakan ini pada orang depresi,,Condition
C037,buli siber memburukkan kualiti tidur,,Condition
C038,tip menyokong ahli keluarga yang alami kemurungan - hello doktor,,Condition
C039,bipolar disorder,,Condition
S145,rasa terlalu gembira untuk jangka waktu yang panjang. kurang keperluan untuk tidur. bercakap dengan cepat,,Symptom
S146,selalunya dengan pemikiran yang cepat. berasa sangat gelisah atau impulsif. menjadi mudah terganggu. terlebih keyakinan diri dalam kebolehan anda. terlibat dalam tingkah laku berisiko,,Symptom
S147,seperti mengadakan hubungan seks rambang,,Symptom
S148,berjudi dengan wang simpanan,,Symptom
S149,atau berbelanja besar. 7 tanda kemurungan seperti mania,,Symptom
S150,kemurungan boleh menyebabkan simptom-simptom lain juga,,Symptom
S151,tetapi di sini terdapat 7 tanda utama kemurungan daripada kecelaruan bipolar: berasa sedih atau putus asa untuk tempoh masa yang lama. memencilkan diri daripada rakan,,Symptom
S152,ahli keluarga. kehilangan minat dalam aktiviti yang pernah anda gemari. mempunyai perubahan ketara dalam selera makan. berasa keletihan atau kurang tenaga. mempunyai masalah dengan ingatan,,Symptom
S153,tumpuan,,Symptom
S154,membuat keputusan. memikirkan atau mencuba bunuh diri,,Symptom
S155,atau kerap berfikir tentang kematian. jika anda menemui doktor sewaktu episod kemurungan,,Symptom
S156,belum pernah mengalami mania,,Symptom
S157,anda mungkin akan didiagnosis dengan kemurungan. fakta kajian mendapati bahawa kira-kira 15% pesakit didiagnosis dengan kecelaruan kemurungan major sebenarnya menderita penyakit bipolar. kemurungan boleh sebabkan bipolar. punca penyakit bipolar atau faktor risiko pada pesakit yang didiagnosis dengan kecelaruan kemurungan major termasuklah: sekurang-kurangnya dua episod mood melampau di masa lalu sejarah keluarga dengan tanda jenis mania kejadian simptom psikiatri pertama sebelum usia 30 tahun episod kemurungan semasa berlangsung kurang daripada satu bulan ketidakstabilan mood dengan antidepresan mengalami perasaan bercampur maklumkan kepada doktor jika anda mengalami sebarang simptom atau ciri-ciri bipolar disorder malaysia mahupun keadaan mental yang lain,,Symptom
C040,cara mengatasi kemurungan adalah dengan hanya berfikiran positif!,,Condition
TRT138,kenal pasti pemikiran negatif jika anda ingin mengubah fikiran,,Treatment
TRT139,catatkannya,,Treatment
TRT140,cari cara terbaik untuk memperbetulkan pemikiran negatif ini. ia mungkin melibatkan kerja,,Treatment
TRT141,sekolah,,Treatment
TRT142,keluarga atau rakan-rakan. namun,,Treatment
TRT143,ada masanya pemikiran negatif itu adalah sesuatu kebenaran. tetapi catatkannya,,Treatment
TRT144,cari cara untuk memperbaikinya agar lebih baik. #,,Treatment
TRT145,cuba untuk fikir secara positif atau berhenti seketika dari menyesakkan fikiran anda. #,,Treatment
TRT146,senyum,,Treatment
TRT147,ketawa riang berjenaka atau berkomedi dapat membantu anda untuk senyum,,Treatment
TRT148,ketawa dengan lebih kerap dalam kehidupan . ini boleh membantu menjadi senyum sebagai tabiat anda. #,,Treatment
TRT149,bercakap perkara yang positif katakan kepada diri,,Treatment
TRT150,jangan fikirkan tentang individu lain atau katakan kepada individu lain tentang perkara yang anda sendiri tidak mahu fikir atau dengar. ia boleh menjadi sesuatu yang sukar,,Treatment
TRT151,namun,,Treatment
TRT152,ia boleh dijadikan rutin secara perlahan. #,,Treatment
TRT153,bersama,,Treatment
TRT154,berkawan dengan individu yang positif. ini boleh membantu anda untuk kekal positif. individu negatif hanya boleh menyebabkan anda tertekan,,Treatment
TRT155,menjadikan kemurungan lebih kronik. anda boleh merasa tertekan dengan pelbagai perkara dalam hidup anda. konklusi beberapa simptom kemurungan boleh mendatangkan impak dalam kehidupan,,Treatment
TRT156,kesihatan anda. walau bagaimanapun,,Treatment
TRT157,anda boleh menangani kemurungan dengan belajar untuk berfikiran positif. ia mungkin mengambil masa,,Treatment
TRT158,tetapi hasilnya pastinya memberikan kesan yang baik untuk anda !,,Treatment
C041,bagaimana untuk mengawal kemarahan - hello doktor,,Condition
C042,makanan bantu tingkatkan emosi anda - hello doktor,,Condition
C043,mengawal kemarahan? amalkan tip ini. berkesan! - hello doktor,,Condition
C044,perubahan emosi: apakah puncanya? - hello doktor,,Condition
T062,kegelisahan,,Trigger
T063,kesengsaraan kekeliruan,,Trigger
T064,mudah terlupa mudah hilang fokus pengambilan alkohol berlebihan berhalusinasi tertekan sering membuat keputusan terburu-buru melulu,,Trigger
T065,cuai bercakap laju kesukaran memahami,,Trigger
T066,menyampaikan maklumat perubahan selera,,Trigger
T067,berat badan kelesuan haid tidak teratur loya gangguan tidur faktor yang menyebabkan berlakunya perubahan keadaan mental seperti gangguan bipolar,,Trigger
T068,gangguan cyclothymic,,Trigger
T069,gangguan kemurungan utama,,Trigger
T070,dysthymia,,Trigger
T071,gangguan emosi,,Trigger
T072,gangguan ketidaksuburan juga boleh menyebabkan perubahan emosi ini. skizofrenia,,Trigger
T073,kecelaruan hiperaktif kurang daya tumpuan (adhd) juga boleh mengakibatkan berlakunya perubahan dalam emosi. ketidakstabilan hormon boleh mengganggu kimia otak yang akhirnya merubah emosi individu. remaja,,Trigger
T074,wanita hamil,,Trigger
T075,wanita yang berdepan dengan menopaus sering mengalami ketidakstabilan hormon,,Trigger
T076,sekali gus mendedahkan mereka kepada perubahan emosi ini. penggunaan dadah,,Trigger
T077,alkohol boleh memberikan kesan negatif kepada emosi. penyalahgunaan bahan ini boleh menyebabkan ketagihan,,Trigger
T078,mengganggu keadaan mental individu. keadaan kesihatan lain seperti yang menjejaskan fungsi paru-paru,,Trigger
T079,sistem kardiovaskular,,Trigger
T080,tiroid,,Trigger
T081,emosi boleh berubah disebabkan beberapa perkara lain,,Trigger
T082,termasuklah tekanan,,Trigger
T083,perubahan kehidupan,,Trigger
T084,diet pemakanan,,Trigger
T085,corak tidur,,Trigger
T086,ia tidak seharusnya menjadi kegelisahan. tetapi,,Trigger
T087,seandainya emosi yang berubah ini berterusan,,Trigger
T088,mendatangkan kesan kepada kehidupan seharian anda,,Trigger
T089,ia perlu diberi perhatian. contohnya,,Trigger
T090,jika perasaan yang anda lalui membuatkan anda melibatkan diri dalam tingkah laku yang merosakkan atau mencederakan diri sendiri,,Trigger
T091,anda perlu berjumpa doktor. kaedah merawat seandainya perubahan emosi yang berlaku disebabkan pengambilan ubatan,,Trigger
T092,merawat keadaan akan dapat membantu anda mengawal emosi. gabungan terapi,,Trigger
T093,ubatan dengan perubahan gaya hidup yang positif sangat berkesan dalam menangani perubahan berkaitan emosi ini. berikut adalah antara perkara yang boleh anda lakukan untuk membantu diri sendiri: kekal dengan jadual harian lakukan senaman secara teratur dapatkan tidur yang berkualiti menjaga pemakanan amalkan yoga atau bermeditasi hindari perkara yang boleh mendatangkan tekanan berbual dengan individu yang anda percaya,,Trigger
C045,potensi risiko kemurungan pada lelaki - hello doktor,,Condition
C046,mood berubah-ubah: adakah ia normal? - hello doktor,,Condition
C047,kecelaruan bipolar,,Condition
C048,apakah itu kecelaruan personaliti pinggiran (bpd)? - hello doktor,,Condition
C049,jenis-jenis kemurungan - hello doktor,,Condition
C050,depresi major - hello doktor,,Condition
C051,kemurungan melampau - hello doktor,,Condition
C052,cara terbaik mengawal marah - hello doktor,,Condition
C053,pemilihan warna: bagaimana warna mempengaruhi mood anda?,,Condition
C054,menangis,,Condition
C055,kesihatan emosi - hello doktor,,Condition
C056,mengapa anda mudah marah ketika lapar - hello doktor,,Condition
C057,berhenti merasa kasihan pada diri sendiri - hello doktor,,Condition
C058,jenis herba yang boleh bantu anda tenangkan fikiran! cuba 5 herba ini,,Condition
C059,cara atasi kemarahan guna rage room,,Condition
TRT159,lepaskan marah satu perkara yang baik? cara hilangkan kemarahan di bilik rage room . mencari cara untuk menyatakan kemarahan anda sebenarnya baik untuk kesihatan diri. menurut dr. scott bea,,Treatment
TRT160,ahli psikologi klinikal,,Treatment
TRT161,kemarahan yang terpendam sebenarnya boleh memicu banyak masalah lain kepada seseorang individu tersebut. ia boleh menyebabkan kemunculan simptom-simptom fisiologi atau psikologi seperti keresahan. oleh itu,,Treatment
TRT162,cara untuk kita menguruskan kemarahan tersebut adalah perlu. namun menurut dr. scott bea lagi,,Treatment
TRT163,kita biasanya tidak tahu cara yang terbaik untuk menguruskan kemarahan yang dirasakan. dr scott bea menambah,,Treatment
TRT164,memecahkan barang melalui bilik lepaskan marah mungkin membantu seseorang itu meluahkan kemarahan mereka dengan cara yang baik,,Treatment
TRT165,namun ia hanya bersifat sementara waktu sahaja. cara atasi kemarahan melalui bilik lepaskan marah ini tidak boleh membantu seseorang yang mempunyai masalah kemarahan yang kronik. manfaat atasi marah anda melalui rage room walaupun tidak terdapat banyak kajian yang menyatakan manfaat bilik lepaskan marah ini,,Treatment
TRT166,namun ia mungkin boleh memberikan beberapa kebaikan kepada anda. antaranya ialah: manfaat atasi marah anda melalui rage room #,,Treatment
TRT167,rasa seperti diberikan kuasa kemarahan boleh berpunca daripada rasa tidak berdaya,,Treatment
TRT168,kurang kawalan ke atas sesuatu situasi. mencari cara untuk menyalurkan kemarahan anda,,Treatment
TRT169,walaupun secara ringkas atau sementara,,Treatment
TRT170,boleh membantu anda berasa seperti menuntut semula emosi. kesannya,,Treatment
TRT171,anda mungkin berasa lebih berkuasa,,Treatment
TRT172,bersedia untuk menangani situasi itu semula. manfaat atasi marah anda melalui rage room #,,Treatment
TRT173,kebebasan untuk lepaskan marah tanpa sangkaan buruk orang lain sifat marah merupakan antara emosi yang tidak diterima ramai,,Treatment
TRT174,terutamanya di tempat-tempat awam. apatah lagi jika anda melepaskannya di tempat umum sehingga menimbulkan situasi genting atau tidak selesa kepada orang lain. oleh itu,,Treatment
TRT175,penggunaan bilik lepaskan marah seperti ini boleh menjadi satu cara atasi kemarahan yang baik tanpa sangkaan buruk orang lain. manfaat atasi marah anda melalui rage room #,,Treatment
TRT176,ruang terbaik untuk teroka emosi anda di bilik lepaskan marah,,Treatment
TRT177,anda berpeluang untuk meneroka emosi-emosi anda dengan cara yang lebih tertutup,,Treatment
TRT178,selamat. ini kerana,,Treatment
TRT179,bilik ini mempunyai sempadan untuk membantu anda menguruskan kemarahan dengan selamat. risiko yang mungkin berlaku apabila anda guna bilik lepaskan marah aktiviti memecahkan barang dalam bilik ini sememangnya boleh membantu anda menyalurkan kemarahan. namun,,Treatment
TRT180,amalan ini boleh menyebabkan tingkah laku yang kasar,,Treatment
TRT181,ganas,,Treatment
TRT182,agresif jika tidak dikawal dengan baik. kemarahan anda perlu disalurkan dengan cara yang betul. perlu diketahui,,Treatment
TRT183,bahawa penggunaan rage room sebagai cara atasi kemarahan merupakan salah satu kaedah untuk melepaskannya sahaja,,Treatment
TRT184,bukan untuk menghalangnya secara total. anda boleh memecahkan barang sesuka hati anda,,Treatment
TRT185,tetapi ia tidak dapat menyelesaikan masalah dasar yang menyebabkan kemarahan itu. cara atasi kemarahan lain yang boleh anda lakukan memasuki bilik lepaskan marah ini bukanlah satu-satunya jalan untuk anda uruskan kemarahan yang terpendam. sebenarnya,,Treatment
TRT186,ada banyak lagi cara yang lebih sihat untuk anda lakukannya. antaranya ialah: cara hilangkan kemarahan #,,Treatment
STR013,lakukan teknik relaksasi ketika anda sedang mengalami kemarahan,,Strategy
STR014,cuba lakukan teknik-teknik relaksasi seperti menarik nafas berulang kali atau melakukan senaman yoga. anda juga boleh bersenam kerana senaman boleh menenangkan otak,,Strategy
TRT187,emosi anda. cara hilangkan kemarahan #,,Treatment
TRT188,ketahui punca,,Treatment
TRT189,cara atasinya kenal pasti apakah punca atau faktor yang menyebabkan anda mudah menjadi marah. setelah itu,,Treatment
TRT190,atasi punca tersebut dengan cara yang sesuai. salurkan kemarahan yang dialami dengan kaedah yang tepat agar anda tidak begitu teringin untuk melepaskannya kepada objek atau individu lain. manusia cenderung marah ketika berada di dalam kereta. #,,Treatment
TRT191,belajar cara bersosial yang sihat dengan mempelajari kaedah bersosial yang sihat,,Treatment
TRT192,anda akan mempunyai hubungan sosial yang lebih baik dengan individu lain. dengan itu,,Treatment
TRT193,anda lebih sukar untuk berasamara atau tekanan emosi. #,,Treatment
TRT194,bijak dalam menyelesaikan masalah,,Treatment
TRT195,cara hilangkan kemarahan hal-hal seperti isu kekeluargaan atau pekerjaan sememangnya agak sukar untuk diselesaikan. namun,,Treatment
TRT196,tidak bermakna anda tidak boleh cuba untuk memperbaikinya. elakkan penglibatan emosi sewaktu mengendalikan masalah yang berlaku. lakukannya dengan tenang,,Treatment
TRT197,dapatkan pandangan daripada individu lain jika perlu. #,,Treatment
TRT198,tukar cara berfikir jika alami masalah mungkin anda perlu mengubah cara anda memandang masalah yang sedang berlaku. ingatlah,,Treatment
TRT199,sifat marah tidak akan menyelesaikan masalah yang berlaku,,Treatment
TRT200,malah boleh memburukkan lagi keadaan sehingga boleh membuatkan anda menyesal di kemudian hari,,Treatment
C060,tanda tanda tekanan emosi & sindrom itik,,Condition
C061,menyanyi,,Condition
C062,menari: benarkah aktiviti ini mampu kurangkan tekanan emosi?,,Condition
C063,rambut beruban disebabkan tekanan emosi,,Condition
C064,banyak berfikir,,Condition
C065,punca tekanan emosi anak boleh diatasi dengan 5 tip ini - hello doktor,,Condition
T094,aspek pencapaian peribadi (keputusan cemerlang,,Trigger
T095,mendapat pekerjaan yang bagus kelak). aspek sahsiah (berperangai elok,,Trigger
T096,memfokuskan kepada tatasusila anak). keputusan tersebut kemudiannya dibandingkan dengan gred peperiksaan yang dicapai,,Trigger
T097,sahsiah mereka di sekolah. ibu bapa yang menekankan konsep sahsiah dalam hidup mempunyai anak yang mencapai keputusan baik dalam peperiksaan,,Trigger
T098,tingkah laku. antara lain punca tekanan emosi,,Trigger
T099,mereka yang ditekankan dengan kejayaan akademik pula berisiko untuk alami masalah kemurungan,,Trigger
T100,keresahan,,Trigger
T101,kurang keyakinan diri,,Trigger
T102,masalah dalam pelajaran. perkara ini jelas menunjukkan bahawa punca tekanan emosi,,Trigger
T103,tekanan untuk mencapai keputusan cemerlang boleh mempengaruhi keperibadian pelajar,,Trigger
T104,keputusan akademik yang bakal dicapai oleh mereka. sudah berapa banyak berita yang dilaporkan di akhbar berkenaan dengan kes pelajar bunuh diri kerana tertekan dengan punca tekanan emosi dalam keluarga untuk capai prestasi lebih baik. secara tidak langsung,,Trigger
T105,punca tekanan emosi,,Trigger
T106,tekanan,,Trigger
T107,desakan yang diberikan seakan-akan menunjukkan ibu bapa tidak percaya akan keupayaan anak. saban tahun,,Trigger
T108,hormat orang lain,,Trigger
T109,sahsiah terpuji juga satu bentuk kejayaan yang dicapai oleh anak anda. jangan lupa untuk puji mereka sekiranya mereka cemerlang dalam aspek sahsiah hidup. ia akan membentuk atitud positif,,Trigger
T110,tekanan daripada ibu bapa boleh menjadi punca tekanan emosi kepada anak-anak untuk berusaha memperbaiki diri. perhatian! berikan ruang untuk buktikan kemampuan diri mereka. jangan lupa,,Trigger
T111,jika anak anda berjaya dalam aspek tertentu,,Trigger
T112,tidak kiralah sekecil mana pun,,Trigger
T113,pujilah mereka. [embed-health-tool-child-growth-chart],,Trigger
C066,kerja lebih masa buatkan anda burnout? ini 7 tip atasinya - hello doktor,,Condition
C067,berasa sunyi? anda boleh atasinya dengan 7 perkara ini - hello doktor,,Condition
C068,tanda tekanan emosi bagi lelaki,,Condition
C069,kelesuan kerja boleh sebabkan masalah jantung - kajian - hello doktor,,Condition
C070,argh,,Condition
C071,meletakkan pokok atas meja kerja bantu emosi,,Condition
C072,kurangkan tekanan,,Condition
C073,malas pergi kerja? atasi monday blues - hello doktor,,Condition
C074,kerja dan tekanan emosi – punca dan menanganinya - hello doktor,,Condition
T114,punca utama yang boleh mencetuskan tekanan emosi di tempat kerja adalah: budaya sesuatu organisasi pengurusan yang lemah permintaan pekerjaan tempat pekerjaan fizikal hubungan sesama pekerja kurangnya sokongan perubahan dalam polisi pengurusan konflik peraturan trauma kerja lebih masa ‘deadline’ yang melampau mikro-pengurusan kurangnya peralatan,,Trigger
T115,sumber kurangnya peluang untuk naik pangkat gangguan punca tekanan emosi berkaitan pekerjaan boleh dikategorikan kepada keupayaan individu,,Trigger
T116,faktor organisasi. keupayaan individu merujuk kepada kemahiran seseorang pekerja,,Trigger
T117,keadaan psikologikal,,Trigger
T118,kesihatan fizikal,,Trigger
T119,mekanisme penerimaan terhadap faktor organisasi seperti arahan pengurusan atau kaedah pengurusan,,Trigger
T120,budaya sesebuah organisasi,,Trigger
T121,waktu bekerja,,Trigger
T122,banyak lagi. maka,,Trigger
T123,akibat daripada tekanan emosi juga akan mempengaruhi kesihatan seseorang individu,,Trigger
T124,juga sesebuah organisasi. tanda-tanda tekanan emosi berkaitan kerja pada seseorang pekerja apabila seseorang pekerja sudah tidak tahan berdepan dengan tekanan emosi yang dihadapinya,,Trigger
T125,pekerja akan menerima kesannya secara langsung. ia akan menyusutkan kualiti kesihatan mental,,Trigger
T126,fizikal. jika ia berterusan,,Trigger
T127,ia akan menjurus kepada masalah kesihatan psikologikal seperti jiwa tidak tenteram,,Trigger
T128,kemurungan kronik,,Trigger
T129,masalah mental yang lain. selain itu,,Trigger
T130,tekanan emosi juga akan mempengaruhi keadaan fizikal badan seperti penyakit kardiovaskular,,Trigger
T131,penaykit maskularskeletal,,Trigger
T132,masalah pernafasan,,Trigger
